                  200  0.34720663009894931       -6.9102870234969147E-003  -707.07048440298865     
                  400  0.34517304387380698       -6.9078989348257142E-003  -1413.1557479701805     
                  600  0.34471865885083686       -6.9092506194691743E-003  -2102.8243337995564     
                  800  0.34697661340092339       -6.9134429955124551E-003  -2773.2123660940711     
                 1000  0.34970759994010370       -6.9203115292689639E-003  -3407.8865014063763     
                 1200  0.38954742820085247       -6.9965298209829999E-003  -3923.5461568671030     
                 1400  0.40579693948636281       -7.0286587959964260E-003  -4307.3773493012513     
                 1600  0.41618368887310708       -7.0492533360715726E-003  -4624.0455689247374     
                 1800  0.44817913799009124       -7.1082648789995879E-003  -4892.3149555655373     
                 2000  0.46238838120986497       -7.1310917494502640E-003  -5110.8546561465728     
                 2200  0.45894995277361594       -7.1252075465431273E-003  -5373.2074417452177     
                 2400  0.47860612460339330       -7.1613880481527312E-003  -5624.0575338273829     
                 2600  0.46963582200615100       -7.1449767241776223E-003  -5857.3941067133073     
                 2800  0.47048057736165499       -7.1491940231551802E-003  -6103.9417162766313     
                 3000  0.48217621744399647       -7.1674824081514104E-003  -6353.8032543726877     
                 3200  0.48833748032635843       -7.1793629552366362E-003  -6607.0297297171001     
                 3400  0.49313134465872382       -7.1884673862058048E-003  -6833.6288125135343     
                 3600  0.48962453800625821       -7.1804189654617687E-003  -7083.0500889511177     
                 3800  0.49536035247782584       -7.1917363115576224E-003  -7356.2942772592623     
                 4000  0.50837957612561735       -7.2135613342848770E-003  -7615.2728676019096     
                 4200  0.51437303637315290       -7.2259831841610415E-003  -7845.1437925347263     
                 4400  0.51683199748440434       -7.2302476605210966E-003  -8087.5396121650010     
                 4600  0.49889857547105854       -7.1982247550257811E-003  -8322.6334997841386     
                 4800  0.50286292369680730       -7.2053059138839125E-003  -8562.1609311201810     
                 5000  0.49514323623518813       -7.1917020019589195E-003  -8796.5277269515063     
                 5200  0.50244462670250900       -7.2026940357597441E-003  -9048.6283256690840     
                 5400  0.50696159861634249       -7.2115352810830620E-003  -9289.8147074435819     
                 5600  0.49561851639337956       -7.1908022822731116E-003  -9522.3149199619802     
